tokens,BIO
"['09.07.2018', '19', ':', '00', ':', 'Министр', 'иностранных', 'дел', 'Великобритании', 'Борис', 'Джонсон', 'сегодня', 'подал', 'в', 'отставку', 'из-за', 'внутрипартийного', 'кризиса', 'Министр', 'иностранных', 'дел', 'Великобритании', 'Борис', 'Джонсон', 'сегодня', 'подал', 'в', 'отставку', 'из-за', 'внутрипартийного', 'кризиса', ',', 'вызванного', 'обсуждением', 'плана', 'Терезы', 'Мэй', 'по', 'Брекзиту', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'B-EVT', 'O']"
"['Можно', 'было', 'бы', 'найти', 'и', 'более', 'важные', 'дела', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Преследование', 'Асии', 'Биби', 'сплотило', 'христианский', 'мир', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
"['Так', 'как', ',', 'подчеркнула', 'Захарова', ',', 'российские', 'граждане', 'Сергей', 'и', 'Юлия', 'Скрипали', ',', 'отравленные', 'в', 'марте', 'в', 'Солсбери', ',', 'это', 'одно', 'дело', ',', 'а', 'когда', 'умирают', 'британские', 'подданные', '–', 'это', 'уже', 'совсем', 'другое', 'дело', ',', 'и', 'перед', 'своим', 'народом', 'придется', 'отвечать', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['©', 'Информационное', 'агентство', 'Л', 'I', 'ГАБ', 'i', 'знес', 'I', 'нформ', ',', '2007-2018', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']"
"['Эта', 'программа', 'не', 'устроила', 'сторонников', 'более', 'жесткого', 'подхода', 'к', 'условиям', 'выхода', 'страны', 'с', 'единого', 'европейского', 'рынка', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Захочет', 'ли', 'Великобритания', 'воспользоваться', 'им', '—', 'вопрос', 'с', 'премьер-министру', 'Терезе', 'Мэй', ',', 'заключил', 'Косачев', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'B-PER', 'O']"
"['Создают', 'пробки', ',', 'которые', 'задерживают', 'машины', 'скорой', 'помощи', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Полиция', 'призывает', 'демонстрантов', 'мирно', 'разойтись', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Кунссберг', 'отмечает', ',', 'что', 'Джонсон', 'был', 'не', 'просто', 'одним', 'из', 'членов', 'кабинета', 'министров', ',', 'а', '""', 'лицом', '""', 'кампании', 'по', 'выходу', 'Британии', 'из', 'ЕС', 'перед', 'референдумом', '2016', 'года', ',', 'и', 'его', 'уход', 'может', 'послужить', 'дополнительным', 'поводом', 'для', 'слухов', 'о', 'возможной', 'смене', 'лидера', 'партии', 'консеваторов', '.']","['B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'B-EVT', 'I-EVT', 'I-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['По', 'мнению', 'Захаровой', ',', 'даже', '«', 'король', 'политической', 'эксцентрики', '»', 'не', 'захотел', 'оставаться', 'в', 'этой', 'дырявой', 'лодке', ',', 'особенно', 'после', 'того', ',', 'как', 'в', 'Эймсбери', 'скончалась', 'пострадавшая', 'от', 'отравления', 'неизвестным', 'веществом', 'женщина', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'рамках', 'следствия', 'Биби', 'заявила', ',', 'что', 'женщины', 'допускали', 'оскорбительные', 'высказывания', 'в', 'ее', 'адрес', 'в', 'связи', 'с', 'тем', ',', 'что', 'она', 'относит', 'себя', 'к', 'христианам', '.']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'Великобритании', 'назначили', 'нового', 'министра', 'по', 'делам', 'Brexit', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['ЧИТАЙТЕ', 'ТАКЖЕ', ':', 'Британия', 'раскрыла', 'свою', 'версию', 'таможенных', 'отношений', 'с', 'ЕС', 'после', 'Brexit', 'Напомним', ',', 'королева', 'Великобритании', 'Елизавета', 'II', 'ФОКУС', ',', '2008', '–', '2017', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-EVT', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'B-PRO', 'O', 'O', 'O', 'O', 'O']"
"['Обвинения', 'против', 'нее', 'были', 'выдвинуты', 'в', 'июне', '2009', 'года', ',', 'когда', 'Биби', 'работала', 'в', 'поле', 'вместе', 'с', 'женщинами-мусульманками', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['«', 'Премьер-министр', 'рассказала', 'канцлеру', 'о', 'позиции', 'Британии', 'на', 'переговорах', 'по', 'Brexit', 'и', 'сообщила', ',', 'что', 'Великобритания', 'опубликует', 'white', 'paper', '(', 'стратегию', ')', 'по', 'будущим', 'отношениям', 'с', 'Евросоюзом', 'в', 'четверг', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
"['Они', 'жаждут', 'без', 'предупреждения', 'лишить', 'Европу', 'соглашения', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"['Они', 'раскритиковали', 'новую', 'стратегию', 'за', 'мягкость', 'и', 'заявили', 'что', 'мечта', 'о', 'брексите', 'умирает', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Тереза', 'Мэй', 'рассказала', 'о', 'конфликте', 'с', 'Борисом', 'Джонсоном', 'Глава', 'британского', 'правительства', 'Тереза', 'Мэй', 'поблагодарила', 'за', 'работу', 'покинувших', 'правительство', 'Бориса', 'Джонсона', 'и', 'Дэвида', 'Дэвиса', ',', 'но', 'отметила', 'несогласие', 'с', 'ними', 'по', 'вопросам', 'Brexit', '.']","['B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O']"
"['Глава', 'британского', 'правительства', 'Тереза', 'Мэй', 'заявила', ',', 'что', 'ее', 'страна', 'покинет', 'таможенный', 'союз', 'ЕС', '.']","['O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Также', 'он', 'неоднократно', 'совершал', 'грубые', 'выпады', 'против', 'президента', 'России', 'и', 'против', 'нашей', 'страны', 'в', 'целом', ',', 'нарушая', 'все', 'дипломатические', 'каноны', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['По', 'утверждению', 'обвинительницы', ',', 'Биби', 'ответила', 'на', 'эту', 'фразу', 'так', ':', '«', 'Я', 'верю', 'в', 'Иисуса', 'Христа', ',', 'который', 'скончался', 'на', 'кресте', 'за', 'проступки', 'человечества', '»', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Несмотря', 'на', 'две', 'отставки', 'министров', ',', 'представляется', 'маловероятным', ',', 'что', 'оппоненты', 'премьера', 'наберут', '159', 'голосов', ',', 'чтобы', 'избавиться', 'от', 'нее', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Оба', '-', 'сторонники', 'жестких', 'подходов', 'к', 'выходу', 'из', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['В', 'Великобритании', 'новым', 'министром', 'по', 'делам', 'Brexit', 'назначен', 'Доминик', 'Рааб', 'Власти', 'Великобритании', 'назначили', 'Доминика', 'Рааба', 'новым', 'министром', 'по', 'делам', 'Brexit', ',', 'сообщил', 'Bloomberg', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'B-ORG', 'O']"
"['«', 'Я', 'не', 'могу', 'поверить', 'в', 'то', ',', 'что', 'я', 'слышу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['RU', '»', ':', '+', '7', '(', '495', ')', '287-72-00', 'Адрес', 'электронной', 'почты', 'редакции', 'СМИ', 'сетевого', 'издания', '«', 'NTV', '.']","['I-PRO', 'I-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'I-PRO']"
"['Его', 'предшественник', 'Дэвид', 'Дэвис', 'подал', 'в', 'отставку', 'из-за', 'того', ',', 'что', 'был', 'не', 'согласен', 'со', 'стратегией', 'по', 'выходу', 'из', 'ЕС', '.']","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['focus', '.']","['O', 'O']"
"['По', 'словам', 'политического', 'корреспондента', 'Би-би-си', 'Лоры', 'Кюнсберг', ',', 'уход', 'Джонсона', 'превратил', 'неловкую', 'и', 'сложную', 'для', 'премьера', 'ситуацию', 'в', 'полномасштабный', 'кризис', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Осужденная', 'за', 'богохульство', 'христианка', 'намерена', 'покинуть', 'Пакистан', 'после', 'отмены', 'приговора', 'Москва', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Как', 'и', 'ранее', ',', 'когда', 'проходили', 'слушания', 'дела', 'Биби', ',', 'в', 'среду', 'у', 'здания', 'суда', 'в', 'Исламабаде', 'собралась', 'огромная', 'толпа', 'людей', ',', 'которые', 'требовали', 'оставить', 'в', 'силе', 'ее', 'приговор', 'и', 'немедленно', 'привести', 'его', 'в', 'исполнение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Туск', 'в', 'Twitter', '.']","['I-PER', 'O', 'B-PRO', 'O']"
"['Большую', 'часть', 'из', 'последних', 'восьми', 'лет', 'женщина', 'провела', 'в', 'одиночной', 'камере', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Политик', ',', 'который', 'относится', 'к', 'евроскептикам', ',', 'выразил', 'несогласие', 'в', 'связи', 'с', 'предложениями', 'Мэй', 'сохранить', 'с', 'ЕС', '""', 'совместную', 'торговую', 'зону', '""', 'с', 'единым', 'регулированием', 'для', 'промышленности', 'и', 'сельского', 'хозяйства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Жительница', 'Пакистана', 'Асия', 'Биби', 'и', 'мать', 'пятерых', 'детей', ',', 'ранее', 'приговоренная', 'у', 'себя', 'на', 'родине', 'к', 'смертной', 'казни', 'через', 'повешение', ',', 'стала', 'почетной', 'парижанкой', '.']","['O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Напомним', ',', 'в', 'пятницу', ',', '6', 'июля', ',', 'британский', 'премьер', 'пригрозила', 'разогнать', 'всех', ',', 'кто', 'посмеет', 'помешать', 'Соединенному', 'Королевству', 'без', 'потрясений', 'выйти', 'из', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Д', '.']","['B-PER', 'I-PER']"
"['Прим', '.']","['O', 'O']"
"['UA', 'со', 'ссылкой', 'на', 'The', 'Guardian', '.']","['I-PRO', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'O']"
"['Сегодня', ',', '17', ':', '22', 'Борис', 'Джонсон', 'ушел', 'с', 'поста', 'министра', 'иностранных', 'дел', 'Фото', ':', 'AFP', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['По', 'мнению', 'Дэвиса', ',', 'из-за', 'политики', 'главы', 'правительства', '""', 'при', 'самом', 'лучшем', 'раскладе', '""', 'позиции', 'Лондона', 'на', 'переговорах', 'с', 'ЕС', 'по', '""', 'Брекзиту', '""', 'окажутся', 'ослаблены', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O']"
"['Сообщается', 'о', 'случаях', 'столкновений', 'протестующих', 'с', 'полицией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Об', 'этом', 'передает', 'Би-би-си', '.']","['O', 'O', 'O', 'B-ORG', 'O']"
"['Сегодня', ',', '9', 'июля', ',', 'министр', 'иностранных', 'дел', 'Великобритании', 'Борис', 'Джонсон', 'подал', 'в', 'отставку', 'из-за', 'плана', 'по', 'Brexit', ',', 'представленного', 'премьер-министром', 'Соединенного', 'Королевства', 'Терезой', 'Мэй', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PRO', 'I-PRO', 'B-EVT', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'B-PER', 'I-PER', 'O']"
"['Ранее', 'в', 'понедельник', 'в', 'отставку', 'также', 'ушел', 'британский', 'министр', 'по', 'делам', 'Brexit', 'Дэвид', 'Дэвис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'B-PER', 'I-PER', 'O']"
"['Прокуроры', 'утверждали', ',', 'что', 'во', 'время', 'последовавшей', 'ссоры', 'женщины', 'сказали', ',', 'что', 'Биби', 'следует', 'принять', 'ислам', ',', 'а', 'та', 'в', 'ответ', 'произнесла', 'три', 'богохульных', 'комментария', 'в', 'адрес', 'пророка', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мэй', '»', '.']","['B-PER', 'O', 'O']"
"['Поэтому', 'с', 'благодарностью', 'за', 'предоставленную', 'возможность', 'служить', '[', 'обществу', ']', 'и', 'с', 'великим', 'сожалением', 'сообщаю', 'о', 'немедленной', 'отставке', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Последние', 'сказали', ',', 'что', 'не', 'могут', 'пить', 'из', 'общего', 'ведра', 'с', 'водой', 'после', 'того', ',', 'как', 'им', 'воспользовалась', 'Биби', ',', 'так', 'как', 'ее', 'вера', 'сделала', 'воду', '«', 'нечистой', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Есть', 'данные', 'о', 'столкновениях', 'с', 'полицией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'Исламабад', 'к', 'зданию', 'Верховного', 'суда', 'их', 'не', 'пустили', 'полиция', 'и', 'военные', '.']","['O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'призвал', 'людей', 'к', 'спокойствию', 'и', 'заявил', ',', 'что', 'протесты', 'разжигают', 'радикальные', 'исламисты', ',', 'чтобы', 'преследовать', 'собственные', 'политические', 'цели', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'утверждали', 'мусульманки', ',', 'Биби', 'в', 'сваре', 'сказала', 'что-то', 'нехорошее', 'об', 'исламе', 'и', 'Пророке', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Биби', 'все', 'обвинения', 'в', 'собственный', 'адрес', 'отрицала', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Вскоре', 'мать', 'пятерых', 'детей', 'чуть', 'не', 'растерзали', 'на', 'улице', '-', 'на', 'христианку', 'напала', 'разъяренная', 'толпа', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Они', 'не', 'имеют', 'отношения', 'к', 'исламу', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'они', 'получили', 'угрозы', 'в', 'свой', 'адрес', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', '-', 'сказала', 'она', 'по', 'телефону', ',', 'когда', 'узнала', 'о', 'своем', 'освобождении', ',', 'сообщает', 'Франс', 'пресс', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
"['Редакция', 'Gazeta', '.']","['O', 'B-PRO', 'I-PRO']"
"['Эту', 'же', 'должность', 'он', 'сохранил', 'затем', 'в', 'кабинете', 'Т', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER']"
"['В', 'Англии', 'сменился', 'министр', 'по', 'делам', 'Brexit', '«', 'Доминик', 'Рааб', 'назначен', 'на', 'пост', 'министра', 'по', 'делам', 'Brexit', ',', 'королева', 'одобрила', 'его', 'назначение', '»', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['На', 'фоне', 'волны', 'недовольства', ',', 'которую', 'вызвал', 'оправдательный', 'приговор', ',', 'правительство', 'пытается', 'не', 'выпустить', 'Асию', 'Биби', 'из', 'страны', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
"['Напомним', ',', 'должность', 'оказалась', 'вакантной', 'с', 'позднего', 'вечера', '8', 'июля', ',', 'когда', 'в', 'отставку', 'подал', 'занимавший', 'эту', 'должность', 'с', 'начала', 'процедуры', 'выхода', 'Дэвид', 'Дэвис', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Дело', 'Асии', 'Биби', 'рассмотрят', 'еще', 'раз', 'Верховный', 'суд', 'Пакистана', '22', 'июля', 'принял', 'ходатайство', ',', 'поданное', 'осужденной', 'на', 'смертную', 'казнь', 'за', '«', 'богохульство', '»', 'христианкой', 'Асией', 'Биби', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['В', 'Карачи', 'и', 'Лахоре', 'сторонники', 'ультрарелигиозной', 'партии', '""', 'Техрик-э-Лабаик', 'Пакистан', '""', '(', 'ТЛП', ')', 'блокировали', 'улицы', 'и', 'площади', ',', 'сообщили', 'пакистанские', 'СМИ', 'в', 'четверг', ',', '1', 'ноября', '.']","['O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Вскоре', 'после', 'того', ',', 'как', 'ее', 'приговорили', 'к', 'смерти', ',', 'в', 'Пакистане', 'был', 'убит', 'известный', 'политик', '-', 'губернатор', 'Пенджаба', 'Салман', 'Тасир', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O']"
"['В', 'Британии', 'назначили', 'нового', 'министра', 'по', 'Brexit', 'Премьер-министр', 'Великобритании', 'Тереза', 'Мэй', 'назначила', 'новым', 'министром', 'страны', 'по', 'выходу', 'из', 'ЕС', '44-летнего', 'Доминика', 'Рааба', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'B-LOC', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O']"
"['В', 'тот', 'же', 'день', 'в', 'Пакистане', 'начались', 'протесты', ',', 'участники', 'которых', 'выражали', 'гнев', 'в', 'связи', 'с', 'решением', 'суда', 'и', 'требовали', 'казнить', 'женщину', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Новый', 'министр', 'Великобритании', 'был', 'назначен', 'менее', 'чем', 'через', '12', 'часов', 'после', 'отставки', 'своего', 'предшественника', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мужу', 'Биби', 'и', 'пятерым', 'ее', 'детям', 'приходили', 'постоянные', 'угрозы', ',', 'а', 'радикальные', 'исламисты', 'предлагали', '500', 'тысяч', 'рупий', '(', 'почти', 'семь', 'тысяч', 'долларов', ')', 'за', '«', 'голову', 'Биби', '»', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']"
"['Ранее', 'Тереза', 'Мэй', 'объявила', ',', 'что', 'правительство', 'Великобритании', 'вскоре', 'опубликует', 'официальный', 'документ', 'о', 'позиции', 'Лондона', 'на', 'переговорах', 'с', 'Брюсселем', '.']","['O', 'B-PER', 'B-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Ранее', 'британский', 'министр', 'по', 'вопросам', 'выхода', 'из', 'Европейского', 'союза', 'Дэвид', 'Дэвис', 'ушел', 'в', 'отставку', 'из-за', 'несогласия', 'со', 'стратегией', '""', 'мягкого', 'Брекзита', '""', ',', 'избранной', 'премьером', 'Терезой', 'Мэй', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['EU', '50', 'тыс', '.']","['I-ORG', 'O', 'O', 'O']"
"['Эта', 'отставка', 'связана', 'с', 'несогласием', 'Дэвиса', 'с', 'планом', 'премьер-министра', 'Терезы', 'Мэй', 'по', 'будущим', 'таможенным', 'соглашениям', 'с', 'ЕС', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['В', 'то', 'же', 'время', 'Джонсон', 'и', 'Дэвис', 'выступали', 'за', '""', 'жесткий', 'Brexit', '""', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-EVT', 'O', 'O']"
"['Власти', 'и', 'светские', 'партии', 'тем', 'временем', 'заявляют', ',', 'что', 'решение', 'Верховного', 'суда', 'не', 'может', 'быть', 'пересмотрено', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
